"measure","tp","est","SE","df","t.value","p.value","sig"
"PALTEA","tp(A7)",-14.86,4.98,30,-2.98,"0.006","**"
"PALTEA","tp(B7)",-6.81,4.98,30,-1.37,"0.182",""
"PALTEA","tp(B30)",-11.46,4.98,30,-2.3,"0.029","*"
"PALTEA","fivedasc_dis_total",-0.04,0.22,11.5,-0.2,"0.846",""
"PALTEA","tp(A7):fivedasc_dis_total",0.13,0.09,30,1.42,"0.166",""
"PALTEA","tp(B7):fivedasc_dis_total",0.02,0.09,30,0.22,"0.827",""
"PALTEA","tp(B30):fivedasc_dis_total",0.12,0.09,30,1.27,"0.213",""
"PALTEA","(Intercept)",30.32,10.09,11.7,3,"0.011","*"
"PALTEA","tp(A7)",-11.39,4.53,30,-2.51,"0.018","*"
"PALTEA","tp(B7)",-5.77,4.53,30,-1.27,"0.213",""
"PALTEA","tp(B30)",-6.11,4.53,30,-1.35,"0.188",""
"PALTEA","fivedasc_imp_total",-0.2,0.42,11.7,-0.47,"0.645",""
"PALTEA","tp(A7):fivedasc_imp_total",0.14,0.19,30,0.73,"0.472",""
"PALTEA","tp(B7):fivedasc_imp_total",0,0.19,30,-0.02,"0.986",""
"PALTEA","tp(B30):fivedasc_imp_total",0.01,0.19,30,0.07,"0.943",""
"PALTEA","(Intercept)",32.38,8.54,11.7,3.79,"0.003","**"
"PALTEA","tp(A7)",-11.8,3.83,30,-3.08,"0.004","**"
"PALTEA","tp(B7)",-5.53,3.83,30,-1.44,"0.159",""
"PALTEA","tp(B30)",-8.33,3.83,30,-2.18,"0.038","*"
"PALTEA","fivedasc_anx_total",-0.29,0.32,11.7,-0.91,"0.384",""
"PALTEA","tp(A7):fivedasc_anx_total",0.15,0.15,30,1.06,"0.298",""
"PALTEA","tp(B7):fivedasc_anx_total",-0.01,0.15,30,-0.1,"0.921",""
"PALTEA","tp(B30):fivedasc_anx_total",0.12,0.15,30,0.82,"0.418",""
"PALTEA","(Intercept)",42.6,17.21,11.8,2.48,"0.029","*"
"PALTEA","tp(A7)",-12.89,8.02,30,-1.61,"0.118",""
"PALTEA","tp(B7)",-4.97,8.02,30,-0.62,"0.540",""
"PALTEA","tp(B30)",-7.71,8.02,30,-0.96,"0.344",""
"PALTEA","fivedasc_cimg_total",-0.29,0.29,11.8,-1,"0.339",""
"PALTEA","tp(A7):fivedasc_cimg_total",0.08,0.13,30,0.56,"0.578",""
"PALTEA","tp(B7):fivedasc_cimg_total",-0.02,0.13,30,-0.11,"0.911",""
"PALTEA","tp(B30):fivedasc_cimg_total",0.03,0.13,30,0.24,"0.808",""
"PALTEA","(Intercept)",20.02,14.83,11.7,1.35,"0.203",""
"PALTEA","tp(A7)",-5.86,6.71,30,-0.87,"0.390",""
"PALTEA","tp(B7)",-6.56,6.71,30,-0.98,"0.336",""
"PALTEA","tp(B30)",-6.66,6.71,30,-0.99,"0.329",""
"PALTEA","fivedasc_eimg_total",0.09,0.2,11.7,0.45,"0.661",""
"PALTEA","tp(A7):fivedasc_eimg_total",-0.04,0.09,30,-0.43,"0.667",""
"PALTEA","tp(B7):fivedasc_eimg_total",0.01,0.09,30,0.12,"0.909",""
"PALTEA","tp(B30):fivedasc_eimg_total",0.01,0.09,30,0.13,"0.896",""
"PALTEA","(Intercept)",41.37,14.18,11.9,2.92,"0.013","*"
"PALTEA","tp(A7)",-10.45,6.75,30,-1.55,"0.132",""
"PALTEA","tp(B7)",-7.09,6.75,30,-1.05,"0.302",""
"PALTEA","tp(B30)",-5.79,6.75,30,-0.86,"0.397",""
"PALTEA","fivedasc_av_total",-0.24,0.21,11.9,-1.14,"0.276",""
"PALTEA","tp(A7):fivedasc_av_total",0.03,0.1,30,0.3,"0.769",""
"PALTEA","tp(B7):fivedasc_av_total",0.02,0.1,30,0.2,"0.844",""
"PALTEA","tp(B30):fivedasc_av_total",0,0.1,30,-0.01,"0.995",""
"PALTEA","(Intercept)",33.3,10.98,11.7,3.03,"0.011","*"
"PALTEA","tp(A7)",-11.26,4.98,30,-2.26,"0.031","*"
"PALTEA","tp(B7)",-8.52,4.98,30,-1.71,"0.097",""
"PALTEA","tp(B30)",-5.47,4.98,30,-1.1,"0.281",""
"PALTEA","fivedasc_per_total",-0.16,0.22,11.7,-0.73,"0.479",""
"PALTEA","tp(A7):fivedasc_per_total",0.06,0.1,30,0.61,"0.545",""
"PALTEA","tp(B7):fivedasc_per_total",0.06,0.1,30,0.61,"0.544",""
"PALTEA","tp(B30):fivedasc_per_total",-0.01,0.1,30,-0.08,"0.934",""
"RTIFMDMT","(Intercept)",298.4,64.19,17.4,4.65,"<0.001","***"
"RTIFMDMT","tp(A7)",-0.02,53.06,30,0,"1.000",""
"RTIFMDMT","tp(B7)",-17.33,53.06,30,-0.33,"0.746",""
"RTIFMDMT","tp(B30)",-27.76,53.06,30,-0.52,"0.605",""
"RTIFMDMT","fivedasc_util_total",1.05,1.02,17.4,1.03,"0.319",""
"RTIFMDMT","tp(A7):fivedasc_util_total",0.48,0.84,30,0.57,"0.576",""
"RTIFMDMT","tp(B7):fivedasc_util_total",0.39,0.84,30,0.47,"0.644",""
"RTIFMDMT","tp(B30):fivedasc_util_total",0.88,0.84,30,1.04,"0.307",""
"RTIFMDMT","(Intercept)",286.53,66.73,17.8,4.29,"<0.001","***"
"RTIFMDMT","tp(A7)",-1.32,56.27,30,-0.02,"0.981",""
"RTIFMDMT","tp(B7)",-25.16,56.27,30,-0.45,"0.658",""
"RTIFMDMT","tp(B30)",-48.93,56.27,30,-0.87,"0.391",""
"RTIFMDMT","fivedasc_sprit_total",1.1,0.95,17.8,1.17,"0.259",""
"RTIFMDMT","tp(A7):fivedasc_sprit_total",0.44,0.8,30,0.55,"0.587",""
"RTIFMDMT","tp(B7):fivedasc_sprit_total",0.47,0.8,30,0.59,"0.563",""
"RTIFMDMT","tp(B30):fivedasc_sprit_total",1.1,0.8,30,1.38,"0.178",""
"RTIFMDMT","(Intercept)",297.61,58.96,17.6,5.05,"<0.001","***"
"RTIFMDMT","tp(A7)",10.47,49.21,30,0.21,"0.833",""
"RTIFMDMT","tp(B7)",-12.42,49.21,30,-0.25,"0.802",""
"RTIFMDMT","tp(B30)",-11.91,49.21,30,-0.24,"0.810",""
"RTIFMDMT","fivedasc_bliss_total",1.05,0.9,17.6,1.16,"0.262",""
"RTIFMDMT","tp(A7):fivedasc_bliss_total",0.29,0.75,30,0.38,"0.707",""
"RTIFMDMT","tp(B7):fivedasc_bliss_total",0.3,0.75,30,0.4,"0.692",""
"RTIFMDMT","tp(B30):fivedasc_bliss_total",0.59,0.75,30,0.78,"0.443",""
"RTIFMDMT","(Intercept)",250.99,65.46,19.3,3.83,"0.001","**"
"RTIFMDMT","tp(A7)",10.69,58.74,30,0.18,"0.857",""
"RTIFMDMT","tp(B7)",-0.93,58.74,30,-0.02,"0.987",""
"RTIFMDMT","tp(B30)",-45.42,58.74,30,-0.77,"0.445",""
"RTIFMDMT","fivedasc_insight_total",1.69,0.95,19.3,1.77,"0.092",""
"RTIFMDMT","tp(A7):fivedasc_insight_total",0.26,0.85,30,0.3,"0.767",""
"RTIFMDMT","tp(B7):fivedasc_insight_total",0.09,0.85,30,0.11,"0.917",""
"RTIFMDMT","tp(B30):fivedasc_insight_total",1.06,0.85,30,1.24,"0.223",""
"RTIFMDMT","(Intercept)",298.65,59.85,17.9,4.99,"<0.001","***"
"RTIFMDMT","tp(A7)",-4.4,50.68,30,-0.09,"0.931",""
"RTIFMDMT","tp(B7)",-39.6,50.68,30,-0.78,"0.441",""
"RTIFMDMT","tp(B30)",-51.43,50.68,30,-1.01,"0.318",""
"RTIFMDMT","fivedasc_dis_total",1.25,1.13,17.9,1.1,"0.285",""
"RTIFMDMT","tp(A7):fivedasc_dis_total",0.66,0.96,30,0.69,"0.494",""
"RTIFMDMT","tp(B7):fivedasc_dis_total",0.95,0.96,30,0.99,"0.332",""
"RTIFMDMT","tp(B30):fivedasc_dis_total",1.55,0.96,30,1.62,"0.116",""
"RTIFMDMT","(Intercept)",374.29,60.48,16,6.19,"<0.001","***"
"RTIFMDMT","tp(A7)",36.26,46.17,30,0.79,"0.438",""
"RTIFMDMT","tp(B7)",-5.47,46.17,30,-0.12,"0.906",""
"RTIFMDMT","tp(B30)",30.93,46.17,30,0.67,"0.508",""
"RTIFMDMT","fivedasc_imp_total",-0.83,2.49,16,-0.33,"0.744",""
"RTIFMDMT","tp(A7):fivedasc_imp_total",-0.46,1.9,30,-0.24,"0.811",""
"RTIFMDMT","tp(B7):fivedasc_imp_total",0.49,1.9,30,0.26,"0.797",""
"RTIFMDMT","tp(B30):fivedasc_imp_total",-0.46,1.9,30,-0.24,"0.811",""
"RTIFMDMT","(Intercept)",388.21,50.91,16.4,7.63,"<0.001","***"
"RTIFMDMT","tp(A7)",33.94,39.94,30,0.85,"0.402",""
"RTIFMDMT","tp(B7)",4.37,39.94,30,0.11,"0.914",""
"RTIFMDMT","tp(B30)",19.98,39.94,30,0.5,"0.621",""
"RTIFMDMT","fivedasc_anx_total",-1.48,1.93,16.4,-0.77,"0.454",""
"RTIFMDMT","tp(A7):fivedasc_anx_total",-0.34,1.51,30,-0.23,"0.822",""
"RTIFMDMT","tp(B7):fivedasc_anx_total",0.02,1.51,30,0.01,"0.990",""
"RTIFMDMT","tp(B30):fivedasc_anx_total",0.07,1.51,30,0.05,"0.963",""
"RTIFMDMT","(Intercept)",357.36,105.63,15,3.38,"0.004","**"
"RTIFMDMT","tp(A7)",110.02,75.48,30,1.46,"0.155",""
"RTIFMDMT","tp(B7)",-66.52,75.48,30,-0.88,"0.385",""
"RTIFMDMT","tp(B30)",-20.9,75.48,30,-0.28,"0.784",""
"RTIFMDMT","fivedasc_cimg_total",0,1.76,15,0,"0.999",""
"RTIFMDMT","tp(A7):fivedasc_cimg_total",-1.46,1.26,30,-1.16,"0.257",""
"RTIFMDMT","tp(B7):fivedasc_cimg_total",1.25,1.26,30,0.99,"0.331",""
"RTIFMDMT","tp(B30):fivedasc_cimg_total",0.74,1.26,30,0.59,"0.561",""
"RTIFMDMT","(Intercept)",297.22,88.6,15.2,3.35,"0.004","**"
"RTIFMDMT","tp(A7)",67.21,64.27,30,1.05,"0.304",""
"RTIFMDMT","tp(B7)",114.36,64.27,30,1.78,"0.085",""
"RTIFMDMT","tp(B30)",106.43,64.27,30,1.66,"0.108",""
"RTIFMDMT","fivedasc_eimg_total",0.87,1.2,15.2,0.72,"0.480",""
"RTIFMDMT","tp(A7):fivedasc_eimg_total",-0.59,0.87,30,-0.67,"0.506",""
"RTIFMDMT","tp(B7):fivedasc_eimg_total",-1.59,0.87,30,-1.83,"0.078",""
"RTIFMDMT","tp(B30):fivedasc_eimg_total",-1.23,0.87,30,-1.41,"0.167",""
"RTIFMDMT","(Intercept)",352.39,88.99,15.8,3.96,"0.001","**"
"RTIFMDMT","tp(A7)",46.31,67.15,30,0.69,"0.496",""
"RTIFMDMT","tp(B7)",64.86,67.15,30,0.97,"0.342",""
"RTIFMDMT","tp(B30)",68.92,67.15,30,1.03,"0.313",""
"RTIFMDMT","fivedasc_av_total",0.08,1.33,15.8,0.06,"0.955",""
"RTIFMDMT","tp(A7):fivedasc_av_total",-0.31,1.01,30,-0.31,"0.757",""
"RTIFMDMT","tp(B7):fivedasc_av_total",-0.96,1.01,30,-0.96,"0.346",""
"RTIFMDMT","tp(B30):fivedasc_av_total",-0.76,1.01,30,-0.76,"0.455",""
"RTIFMDMT","(Intercept)",331.26,64,16.2,5.18,"<0.001","***"
"RTIFMDMT","tp(A7)",16.66,49.54,30,0.34,"0.739",""
"RTIFMDMT","tp(B7)",-35.23,49.54,30,-0.71,"0.483",""
"RTIFMDMT","tp(B30)",-29.66,49.54,30,-0.6,"0.554",""
"RTIFMDMT","fivedasc_per_total",0.58,1.25,16.2,0.46,"0.651",""
"RTIFMDMT","tp(A7):fivedasc_per_total",0.23,0.97,30,0.23,"0.818",""
"RTIFMDMT","tp(B7):fivedasc_per_total",0.89,0.97,30,0.92,"0.366",""
"RTIFMDMT","tp(B30):fivedasc_per_total",1.14,0.97,30,1.17,"0.250",""
"RTIFMDRT","(Intercept)",329.88,38.38,14,8.6,"<0.001","***"
"RTIFMDRT","tp(A7)",-25.38,25.02,30,-1.01,"0.318",""
"RTIFMDRT","tp(B7)",-4.63,25.02,30,-0.19,"0.854",""
"RTIFMDRT","tp(B30)",2.03,25.02,30,0.08,"0.936",""
"RTIFMDRT","fivedasc_util_total",0.98,0.61,14,1.61,"0.130",""
"RTIFMDRT","tp(A7):fivedasc_util_total",0.39,0.4,30,0.99,"0.332",""
"RTIFMDRT","tp(B7):fivedasc_util_total",0.06,0.4,30,0.15,"0.884",""
"RTIFMDRT","tp(B30):fivedasc_util_total",-0.38,0.4,30,-0.95,"0.350",""
"RTIFMDRT","(Intercept)",310.38,39.06,14.2,7.95,"<0.001","***"
"RTIFMDRT","tp(A7)",-25.63,26.07,30,-0.98,"0.333",""
"RTIFMDRT","tp(B7)",-0.43,26.07,30,-0.02,"0.987",""
"RTIFMDRT","tp(B30)",15.54,26.07,30,0.6,"0.556",""
"RTIFMDRT","fivedasc_sprit_total",1.16,0.55,14.2,2.1,"0.054",""
"RTIFMDRT","tp(A7):fivedasc_sprit_total",0.35,0.37,30,0.94,"0.355",""
"RTIFMDRT","tp(B7):fivedasc_sprit_total",-0.01,0.37,30,-0.04,"0.970",""
"RTIFMDRT","tp(B30):fivedasc_sprit_total",-0.54,0.37,30,-1.47,"0.153",""
"RTIFMDRT","(Intercept)",340.58,36.13,13.7,9.43,"<0.001","***"
"RTIFMDRT","tp(A7)",-23.89,22.82,30,-1.05,"0.304",""
"RTIFMDRT","tp(B7)",-6.07,22.82,30,-0.27,"0.792",""
"RTIFMDRT","tp(B30)",1.47,22.82,30,0.06,"0.949",""
"RTIFMDRT","fivedasc_bliss_total",0.78,0.55,13.7,1.41,"0.182",""
"RTIFMDRT","tp(A7):fivedasc_bliss_total",0.36,0.35,30,1.03,"0.311",""
"RTIFMDRT","tp(B7):fivedasc_bliss_total",0.08,0.35,30,0.24,"0.813",""
"RTIFMDRT","tp(B30):fivedasc_bliss_total",-0.36,0.35,30,-1.04,"0.308",""
"RTIFMDRT","(Intercept)",297.64,39.8,14.4,7.48,"<0.001","***"
"RTIFMDRT","tp(A7)",-22.5,27.04,30,-0.83,"0.412",""
"RTIFMDRT","tp(B7)",8.58,27.04,30,0.32,"0.753",""
"RTIFMDRT","tp(B30)",22.88,27.04,30,0.85,"0.404",""
"RTIFMDRT","fivedasc_insight_total",1.39,0.58,14.4,2.39,"0.031","*"
"RTIFMDRT","tp(A7):fivedasc_insight_total",0.3,0.39,30,0.77,"0.446",""
"RTIFMDRT","tp(B7):fivedasc_insight_total",-0.16,0.39,30,-0.4,"0.692",""
"RTIFMDRT","tp(B30):fivedasc_insight_total",-0.67,0.39,30,-1.7,"0.100",""
"RTIFMDRT","(Intercept)",314.52,34.17,14.9,9.2,"<0.001","***"
"RTIFMDRT","tp(A7)",-26.39,24.26,30,-1.09,"0.285",""
"RTIFMDRT","tp(B7)",1.15,24.26,30,0.05,"0.963",""
"RTIFMDRT","tp(B30)",3.24,24.26,30,0.13,"0.895",""
"RTIFMDRT","fivedasc_dis_total",1.5,0.65,14.9,2.32,"0.035","*"
"RTIFMDRT","tp(A7):fivedasc_dis_total",0.49,0.46,30,1.07,"0.294",""
"RTIFMDRT","tp(B7):fivedasc_dis_total",-0.05,0.46,30,-0.12,"0.909",""
"RTIFMDRT","tp(B30):fivedasc_dis_total",-0.48,0.46,30,-1.04,"0.307",""
"RTIFMDRT","(Intercept)",396.86,37.06,13.4,10.71,"<0.001","***"
"RTIFMDRT","tp(A7)",4.68,22.53,30,0.21,"0.837",""
"RTIFMDRT","tp(B7)",-9.26,22.53,30,-0.41,"0.684",""
"RTIFMDRT","tp(B30)",-14.84,22.53,30,-0.66,"0.515",""
"RTIFMDRT","fivedasc_imp_total",-0.58,1.52,13.4,-0.38,"0.711",""
"RTIFMDRT","tp(A7):fivedasc_imp_total",-0.39,0.93,30,-0.42,"0.678",""
"RTIFMDRT","tp(B7):fivedasc_imp_total",0.38,0.93,30,0.41,"0.682",""
"RTIFMDRT","tp(B30):fivedasc_imp_total",-0.21,0.93,30,-0.23,"0.823",""
"RTIFMDRT","(Intercept)",397.98,31.46,13.3,12.65,"<0.001","***"
"RTIFMDRT","tp(A7)",13.01,19.01,30,0.68,"0.499",""
"RTIFMDRT","tp(B7)",-4.05,19.01,30,-0.21,"0.833",""
"RTIFMDRT","tp(B30)",-20.23,19.01,30,-1.06,"0.296",""
"RTIFMDRT","fivedasc_anx_total",-0.62,1.19,13.3,-0.52,"0.609",""
"RTIFMDRT","tp(A7):fivedasc_anx_total",-0.78,0.72,30,-1.09,"0.286",""
"RTIFMDRT","tp(B7):fivedasc_anx_total",0.13,0.72,30,0.18,"0.858",""
"RTIFMDRT","tp(B30):fivedasc_anx_total",0.05,0.72,30,0.07,"0.944",""
"RTIFMDRT","(Intercept)",393.9,65.74,13.2,5.99,"<0.001","***"
"RTIFMDRT","tp(A7)",-2.5,39.28,30,-0.06,"0.950",""
"RTIFMDRT","tp(B7)",-38.71,39.28,30,-0.99,"0.332",""
"RTIFMDRT","tp(B30)",-24.05,39.28,30,-0.61,"0.545",""
"RTIFMDRT","fivedasc_cimg_total",-0.16,1.1,13.2,-0.14,"0.888",""
"RTIFMDRT","tp(A7):fivedasc_cimg_total",-0.02,0.66,30,-0.02,"0.982",""
"RTIFMDRT","tp(B7):fivedasc_cimg_total",0.65,0.66,30,1,"0.327",""
"RTIFMDRT","tp(B30):fivedasc_cimg_total",0.09,0.66,30,0.13,"0.897",""
"RTIFMDRT","(Intercept)",413.62,54.49,13.5,7.59,"<0.001","***"
"RTIFMDRT","tp(A7)",-12.71,33.5,30,-0.38,"0.707",""
"RTIFMDRT","tp(B7)",-3,33.5,30,-0.09,"0.929",""
"RTIFMDRT","tp(B30)",-27.94,33.5,30,-0.83,"0.411",""
"RTIFMDRT","fivedasc_eimg_total",-0.42,0.74,13.5,-0.56,"0.582",""
"RTIFMDRT","tp(A7):fivedasc_eimg_total",0.14,0.45,30,0.3,"0.768",""
"RTIFMDRT","tp(B7):fivedasc_eimg_total",0.02,0.45,30,0.05,"0.958",""
"RTIFMDRT","tp(B30):fivedasc_eimg_total",0.13,0.45,30,0.28,"0.781",""
"RTIFMDRT","(Intercept)",408.44,54.9,13.4,7.44,"<0.001","***"
"RTIFMDRT","tp(A7)",-19.41,33.4,30,-0.58,"0.566",""
"RTIFMDRT","tp(B7)",-17.28,33.4,30,-0.52,"0.609",""
"RTIFMDRT","tp(B30)",-25.9,33.4,30,-0.78,"0.444",""
"RTIFMDRT","fivedasc_av_total",-0.38,0.82,13.4,-0.46,"0.654",""
"RTIFMDRT","tp(A7):fivedasc_av_total",0.26,0.5,30,0.51,"0.611",""
"RTIFMDRT","tp(B7):fivedasc_av_total",0.26,0.5,30,0.51,"0.613",""
"RTIFMDRT","tp(B30):fivedasc_av_total",0.11,0.5,30,0.22,"0.831",""
"RTIFMDRT","(Intercept)",350.3,37.56,14,9.33,"<0.001","***"
"RTIFMDRT","tp(A7)",-26.33,24.52,30,-1.07,"0.291",""
"RTIFMDRT","tp(B7)",-17.99,24.52,30,-0.73,"0.469",""
"RTIFMDRT","tp(B30)",-24.74,24.52,30,-1.01,"0.321",""
"RTIFMDRT","fivedasc_per_total",0.77,0.74,14,1.05,"0.312",""
"RTIFMDRT","tp(A7):fivedasc_per_total",0.51,0.48,30,1.07,"0.295",""
"RTIFMDRT","tp(B7):fivedasc_per_total",0.37,0.48,30,0.77,"0.446",""
"RTIFMDRT","tp(B30):fivedasc_per_total",0.12,0.48,30,0.26,"0.798",""
"RTISMDMT","(Intercept)",256.5,67.98,14.7,3.77,"0.002","**"
"RTISMDMT","tp(A7)",4.41,48.25,29,0.09,"0.928",""
"RTISMDMT","tp(B7)",-13.3,47.97,28.9,-0.28,"0.784",""
"RTISMDMT","tp(B30)",-18.32,47.97,28.9,-0.38,"0.705",""
"RTISMDMT","fivedasc_util_total",0.9,1.08,14.7,0.83,"0.421",""
"RTISMDMT","tp(A7):fivedasc_util_total",0.79,0.76,28.9,1.04,"0.306",""
"RTISMDMT","tp(B7):fivedasc_util_total",0.68,0.76,28.9,0.89,"0.383",""
"RTISMDMT","tp(B30):fivedasc_util_total",1.24,0.76,28.9,1.63,"0.114",""
"RTISMDMT","(Intercept)",240.42,68.62,15.2,3.5,"0.003","**"
"RTISMDMT","tp(A7)",-8.66,50.08,29,-0.17,"0.864",""
"RTISMDMT","tp(B7)",-30.57,50.05,29,-0.61,"0.546",""
"RTISMDMT","tp(B30)",-45.67,50.05,29,-0.91,"0.369",""
"RTISMDMT","fivedasc_sprit_total",1.04,0.97,15.2,1.06,"0.304",""
"RTISMDMT","tp(A7):fivedasc_sprit_total",0.91,0.72,29,1.26,"0.216",""
"RTISMDMT","tp(B7):fivedasc_sprit_total",0.86,0.71,29,1.21,"0.234",""
"RTISMDMT","tp(B30):fivedasc_sprit_total",1.51,0.71,29,2.14,"0.041","*"
"RTISMDMT","(Intercept)",256.3,62.26,14.9,4.12,"<0.001","***"
"RTISMDMT","tp(A7)",10.7,44.74,29,0.24,"0.813",""
"RTISMDMT","tp(B7)",-7.98,44.58,29,-0.18,"0.859",""
"RTISMDMT","tp(B30)",-3.4,44.58,29,-0.08,"0.940",""
"RTISMDMT","fivedasc_bliss_total",0.89,0.95,14.9,0.93,"0.367",""
"RTISMDMT","tp(A7):fivedasc_bliss_total",0.67,0.68,29,0.99,"0.331",""
"RTISMDMT","tp(B7):fivedasc_bliss_total",0.57,0.68,29,0.84,"0.408",""
"RTISMDMT","tp(B30):fivedasc_bliss_total",0.96,0.68,29,1.41,"0.169",""
"RTISMDMT","(Intercept)",222.61,69.81,15.6,3.19,"0.006","**"
"RTISMDMT","tp(A7)",-0.82,52.6,28.9,-0.02,"0.988",""
"RTISMDMT","tp(B7)",-23.71,52.57,28.9,-0.45,"0.655",""
"RTISMDMT","tp(B30)",-47.87,52.57,28.9,-0.91,"0.370",""
"RTISMDMT","fivedasc_insight_total",1.34,1.02,15.6,1.32,"0.207",""
"RTISMDMT","tp(A7):fivedasc_insight_total",0.79,0.77,29,1.03,"0.310",""
"RTISMDMT","tp(B7):fivedasc_insight_total",0.77,0.76,28.9,1,"0.324",""
"RTISMDMT","tp(B30):fivedasc_insight_total",1.58,0.76,28.9,2.06,"0.048","*"
"RTISMDMT","(Intercept)",278.15,62.64,14,4.44,"<0.001","***"
"RTISMDMT","tp(A7)",-22.96,41.09,29,-0.56,"0.581",""
"RTISMDMT","tp(B7)",-62.5,41.06,29,-1.52,"0.139",""
"RTISMDMT","tp(B30)",-74.65,41.06,29,-1.82,"0.079",""
"RTISMDMT","fivedasc_dis_total",0.61,1.19,14,0.51,"0.615",""
"RTISMDMT","tp(A7):fivedasc_dis_total",1.55,0.79,29,1.96,"0.060",""
"RTISMDMT","tp(B7):fivedasc_dis_total",1.86,0.78,29,2.39,"0.024","*"
"RTISMDMT","tp(B30):fivedasc_dis_total",2.69,0.78,29,3.46,"0.002","**"
"RTISMDMT","(Intercept)",317.31,63.86,14.1,4.97,"<0.001","***"
"RTISMDMT","tp(A7)",66.83,42.65,29,1.57,"0.128",""
"RTISMDMT","tp(B7)",48.53,42.65,29,1.14,"0.264",""
"RTISMDMT","tp(B30)",78.52,42.65,29,1.84,"0.076",""
"RTISMDMT","fivedasc_imp_total",-0.51,2.63,14.1,-0.19,"0.849",""
"RTISMDMT","tp(A7):fivedasc_imp_total",-0.86,1.78,29,-0.48,"0.633",""
"RTISMDMT","tp(B7):fivedasc_imp_total",-1.16,1.75,29,-0.66,"0.515",""
"RTISMDMT","tp(B30):fivedasc_imp_total",-1.31,1.75,29,-0.75,"0.461",""
"RTISMDMT","(Intercept)",320.29,53.85,14.2,5.95,"<0.001","***"
"RTISMDMT","tp(A7)",75.32,36.37,28.9,2.07,"0.047","*"
"RTISMDMT","tp(B7)",52.65,36.36,28.9,1.45,"0.158",""
"RTISMDMT","tp(B30)",78.85,36.36,28.9,2.17,"0.038","*"
"RTISMDMT","fivedasc_anx_total",-0.65,2.04,14.2,-0.32,"0.756",""
"RTISMDMT","tp(A7):fivedasc_anx_total",-1.28,1.41,29,-0.91,"0.371",""
"RTISMDMT","tp(B7):fivedasc_anx_total",-1.34,1.38,28.9,-0.97,"0.339",""
"RTISMDMT","tp(B30):fivedasc_anx_total",-1.31,1.38,28.9,-0.95,"0.350",""
"RTISMDMT","(Intercept)",311.74,113.29,14,2.75,"0.016","*"
"RTISMDMT","tp(A7)",107.84,75.21,29,1.43,"0.162",""
"RTISMDMT","tp(B7)",31.93,74.8,29,0.43,"0.673",""
"RTISMDMT","tp(B30)",46.83,74.8,29,0.63,"0.536",""
"RTISMDMT","fivedasc_cimg_total",-0.09,1.89,14,-0.05,"0.964",""
"RTISMDMT","tp(A7):fivedasc_cimg_total",-1.05,1.27,29,-0.82,"0.416",""
"RTISMDMT","tp(B7):fivedasc_cimg_total",-0.13,1.25,29,-0.1,"0.919",""
"RTISMDMT","tp(B30):fivedasc_cimg_total",0.08,1.25,29,0.06,"0.949",""
"RTISMDMT","(Intercept)",271.11,94.04,13.5,2.88,"0.012","*"
"RTISMDMT","tp(A7)",151.48,79.67,29.5,1.9,"0.067",""
"RTISMDMT","tp(B7)",123.21,58.54,29,2.1,"0.044","*"
"RTISMDMT","tp(B30)",157.85,58.54,29,2.7,"0.012","*"
"RTISMDMT","fivedasc_eimg_total",0.52,1.28,13.5,0.41,"0.691",""
"RTISMDMT","tp(A7):fivedasc_eimg_total",-1.44,1.04,29.4,-1.38,"0.177",""
"RTISMDMT","tp(B7):fivedasc_eimg_total",-1.43,0.79,29,-1.8,"0.082",""
"RTISMDMT","tp(B30):fivedasc_eimg_total",-1.55,0.79,29,-1.95,"0.061",""
"RTISMDMT","(Intercept)",298.68,93.86,13.9,3.18,"0.007","**"
"RTISMDMT","tp(A7)",97.15,70.49,29.3,1.38,"0.179",""
"RTISMDMT","tp(B7)",102.72,61.09,29,1.68,"0.103",""
"RTISMDMT","tp(B30)",124.5,61.09,29,2.04,"0.051",""
"RTISMDMT","fivedasc_av_total",0.13,1.41,13.9,0.09,"0.928",""
"RTISMDMT","tp(A7):fivedasc_av_total",-0.77,1.03,29.2,-0.75,"0.461",""
"RTISMDMT","tp(B7):fivedasc_av_total",-1.25,0.92,29,-1.37,"0.182",""
"RTISMDMT","tp(B30):fivedasc_av_total",-1.17,0.92,29,-1.28,"0.211",""
"RTISMDMT","(Intercept)",309.23,68.47,13.7,4.52,"<0.001","***"
"RTISMDMT","tp(A7)",-0.78,44,29,-0.02,"0.986",""
"RTISMDMT","tp(B7)",-31.29,43.72,29,-0.72,"0.480",""
"RTISMDMT","tp(B30)",-33.9,43.72,29,-0.78,"0.444",""
"RTISMDMT","fivedasc_per_total",-0.06,1.34,13.7,-0.04,"0.968",""
"RTISMDMT","tp(A7):fivedasc_per_total",1.12,0.86,29,1.3,"0.203",""
"RTISMDMT","tp(B7):fivedasc_per_total",1.25,0.86,29,1.46,"0.156",""
"RTISMDMT","tp(B30):fivedasc_per_total",1.9,0.86,29,2.22,"0.034","*"
"RTISMDRT","(Intercept)",275.81,39.37,12.8,7.01,"<0.001","***"
"RTISMDRT","tp(A7)",-5.37,22.38,29,-0.24,"0.812",""
"RTISMDRT","tp(B7)",-15.43,22.24,29,-0.69,"0.493",""
"RTISMDRT","tp(B30)",2.56,22.24,29,0.12,"0.909",""
"RTISMDRT","fivedasc_util_total",1.17,0.63,12.8,1.87,"0.084",""
