"measure","tp","pred","pearso_p","spearman_p","kendall_p","pearson.sig","spearman.sig","kendall.sig"
"MADRS","A7","fivedasc_imp_total",0.322,0.585,0.582,"","",""
"MADRS","A7","fivedasc_anx_total",0.052,0.161,0.215,"","",""
"MADRS","A7","fivedasc_cimg_total",0.666,0.577,0.629,"","",""
"MADRS","A7","fivedasc_eimg_total",0.273,0.258,0.27,"","",""
"MADRS","A7","fivedasc_av_total",0.868,0.812,1,"","",""
"MADRS","A7","fivedasc_per_total",0.42,0.854,0.783,"","",""
"MADRS","A7","boundlessMean",0.86,0.803,0.783,"","",""
"MADRS","A7","anxiousEgoMean",0.165,0.143,0.098,"","",""
"MADRS","A7","visionaryMean",0.854,0.593,0.89,"","",""
"MADRS","B30","age",0.28,0.136,0.098,"","",""
"MADRS","B30","LED",0.156,0.238,0.199,"","",""
"MADRS","B30","severity",0.545,0.656,0.679,"","",""
"MADRS","B30","fivedasc_util_total",0.296,0.511,0.491,"","",""
"MADRS","B30","fivedasc_sprit_total",0.177,0.519,0.491,"","",""
"MADRS","B30","fivedasc_bliss_total",0.459,0.648,0.679,"","",""
"MADRS","B30","fivedasc_insight_total",0.143,0.837,0.783,"","",""
"MADRS","B30","fivedasc_dis_total",0.408,0.704,0.679,"","",""
"MADRS","B30","fivedasc_imp_total",0.237,0.301,0.27,"","",""
"MADRS","B30","fivedasc_anx_total",0.171,0.253,0.215,"","",""
"MADRS","B30","fivedasc_cimg_total",0.095,0.146,0.189,"","",""
"MADRS","B30","fivedasc_eimg_total",0.67,0.469,0.408,"","",""
"MADRS","B30","fivedasc_av_total",0.561,0.616,0.679,"","",""
"MADRS","B30","fivedasc_per_total",0.994,0.712,0.783,"","",""
"MADRS","B30","boundlessMean",0.246,0.555,0.582,"","",""
"MADRS","B30","anxiousEgoMean",0.073,0.243,0.27,"","",""
"MADRS","B30","visionaryMean",0.425,0.64,0.491,"","",""
"MADRS","B7","age",0.775,0.897,0.783,"","",""
"MADRS","B7","LED",0.758,0.339,0.335,"","",""
"MADRS","B7","severity",0.914,0.77,0.783,"","",""
"MADRS","B7","fivedasc_util_total",0.724,0.578,0.679,"","",""
"MADRS","B7","fivedasc_sprit_total",0.72,0.57,0.679,"","",""
"MADRS","B7","fivedasc_bliss_total",0.625,0.435,0.408,"","",""
"MADRS","B7","fivedasc_insight_total",0.847,0.511,0.582,"","",""
"MADRS","B7","fivedasc_dis_total",0.551,0.72,0.89,"","",""
"MADRS","B7","fivedasc_imp_total",0.427,0.593,0.679,"","",""
"MADRS","B7","fivedasc_anx_total",0.345,0.409,0.408,"","",""
"MADRS","B7","fivedasc_cimg_total",0.703,0.939,0.945,"","",""
"MADRS","B7","fivedasc_eimg_total",0.256,0.555,0.491,"","",""
"MADRS","B7","fivedasc_av_total",0.668,0.415,0.215,"","",""
"MADRS","B7","fivedasc_per_total",0.577,0.323,0.408,"","",""
"MADRS","B7","boundlessMean",0.788,0.483,0.582,"","",""
"MADRS","B7","anxiousEgoMean",0.225,0.672,0.679,"","",""
"MADRS","B7","visionaryMean",0.858,0.656,0.679,"","",""
"MADRS","bsl","age",0.335,0.389,0.335,"","",""
"MADRS","bsl","LED",0.791,0.845,0.831,"","",""
"MADRS","bsl","severity",0.284,0.329,0.335,"","",""
"MADRS","bsl","fivedasc_util_total",0.336,0.49,0.582,"","",""
"MADRS","bsl","fivedasc_sprit_total",0.292,0.389,0.408,"","",""
"MADRS","bsl","fivedasc_bliss_total",0.263,0.306,0.408,"","",""
"MADRS","bsl","fivedasc_insight_total",0.708,0.312,0.335,"","",""
"MADRS","bsl","fivedasc_dis_total",0.794,0.922,0.783,"","",""
"MADRS","bsl","fivedasc_imp_total",0.069,0.157,0.098,"","",""
"MADRS","bsl","fivedasc_anx_total",0.035,0.056,0.054,"*","",""
"MADRS","bsl","fivedasc_cimg_total",0.566,0.555,0.629,"","",""
"MADRS","bsl","fivedasc_eimg_total",0.314,0.448,0.408,"","",""
"MADRS","bsl","fivedasc_av_total",0.918,0.854,0.783,"","",""
"MADRS","bsl","fivedasc_per_total",0.423,0.306,0.491,"","",""
"MADRS","bsl","boundlessMean",0.364,0.364,0.491,"","",""
"MADRS","bsl","anxiousEgoMean",0.156,0.206,0.168,"","",""
"MADRS","bsl","visionaryMean",0.831,0.905,0.89,"","",""
"PLR","A7","age",0.62,0.241,0.207,"","",""
"PLR","A7","LED",0.366,0.576,0.662,"","",""
"PLR","A7","severity",0.731,0.758,0.779,"","",""
"PLR","A7","fivedasc_util_total",0.96,0.895,0.888,"","",""
"PLR","A7","fivedasc_sprit_total",0.947,0.826,0.888,"","",""
"PLR","A7","fivedasc_bliss_total",0.771,0.93,1,"","",""
"PLR","A7","fivedasc_insight_total",0.98,0.982,0.779,"","",""
"PLR","A7","fivedasc_dis_total",0.713,0.619,0.575,"","",""
"PLR","A7","fivedasc_imp_total",0.9,0.974,0.779,"","",""
"PLR","A7","fivedasc_anx_total",0.491,0.435,0.483,"","",""
"PLR","A7","fivedasc_cimg_total",0.153,0.161,0.106,"","",""
"PLR","A7","fivedasc_eimg_total",0.189,0.213,0.262,"","",""
"PLR","A7","fivedasc_av_total",0.5,0.408,0.483,"","",""
"PLR","A7","fivedasc_per_total",0.71,0.947,0.888,"","",""
"PLR","A7","boundlessMean",0.963,0.895,0.888,"","",""
"PLR","A7","anxiousEgoMean",0.99,0.733,0.779,"","",""
"PLR","A7","visionaryMean",0.328,0.376,0.326,"","",""
"PLR","B30","age",0.645,0.735,0.649,"","",""
"PLR","B30","LED",0.24,0.302,0.256,"","",""
"PLR","B30","severity",0.168,0.311,0.412,"","",""
"PLR","B30","fivedasc_util_total",0.312,0.32,0.236,"","",""
"PLR","B30","fivedasc_sprit_total",0.326,0.32,0.316,"","",""
"PLR","B30","fivedasc_bliss_total",0.464,0.493,0.412,"","",""
"PLR","B30","fivedasc_insight_total",0.285,0.562,0.523,"","",""
"PLR","B30","fivedasc_dis_total",0.087,0.106,0.083,"","",""
"PLR","B30","fivedasc_imp_total",0.453,0.418,0.316,"","",""
"PLR","B30","fivedasc_anx_total",0.776,0.562,0.412,"","",""
"PLR","B30","fivedasc_cimg_total",0.809,0.793,0.855,"","",""
"PLR","B30","fivedasc_eimg_total",0.616,0.671,0.649,"","",""
"PLR","B30","fivedasc_av_total",0.811,0.748,0.523,"","",""
"PLR","B30","fivedasc_per_total",0.182,0.598,0.523,"","",""
"PLR","B30","boundlessMean",0.333,0.439,0.316,"","",""
"PLR","B30","anxiousEgoMean",0.393,0.277,0.316,"","",""
"PLR","B30","visionaryMean",0.425,0.285,0.236,"","",""
"PLR","B7","age",0.33,0.254,0.201,"","",""
"PLR","B7","LED",0.205,0.066,0.088,"","",""
"PLR","B7","severity",0.249,0.201,0.263,"","",""
"PLR","B7","fivedasc_util_total",0.496,0.51,0.424,"","",""
"PLR","B7","fivedasc_sprit_total",0.435,0.399,0.338,"","",""
"PLR","B7","fivedasc_bliss_total",0.332,0.475,0.424,"","",""
"PLR","B7","fivedasc_insight_total",0.285,0.274,0.263,"","",""
"PLR","B7","fivedasc_dis_total",0.303,0.407,0.424,"","",""
"PLR","B7","fivedasc_imp_total",0.383,0.375,0.424,"","",""
"PLR","B7","fivedasc_anx_total",0.869,0.797,0.632,"","",""
"PLR","B7","fivedasc_cimg_total",0.682,0.613,0.689,"","",""
"PLR","B7","fivedasc_eimg_total",0.651,0.786,0.749,"","",""
"PLR","B7","fivedasc_av_total",0.941,0.914,1,"","",""
"PLR","B7","fivedasc_per_total",0.584,0.242,0.201,"","",""
"PLR","B7","boundlessMean",0.366,0.51,0.424,"","",""
"PLR","B7","anxiousEgoMean",0.757,0.653,0.632,"","",""
"PLR","B7","visionaryMean",0.804,0.734,0.632,"","",""
"PLR","bsl","age",0.208,0.491,0.451,"","",""
"PLR","bsl","LED",0.76,0.891,1,"","",""
"PLR","bsl","severity",0.396,0.307,0.333,"","",""
"PLR","bsl","fivedasc_util_total",0.446,0.368,0.451,"","",""
"PLR","bsl","fivedasc_sprit_total",0.325,0.307,0.333,"","",""
"PLR","bsl","fivedasc_bliss_total",0.416,0.221,0.236,"","",""
"PLR","bsl","fivedasc_insight_total",0.316,0.307,0.333,"","",""
"PLR","bsl","fivedasc_dis_total",0.447,0.55,0.451,"","",""
"PLR","bsl","fivedasc_imp_total",0.752,0.776,0.747,"","",""
"PLR","bsl","fivedasc_anx_total",0.916,0.913,0.914,"","",""
"PLR","bsl","fivedasc_cimg_total",0.067,0.059,0.084,"","",""
"PLR","bsl","fivedasc_eimg_total",0.265,0.113,0.162,"","",""
"PLR","bsl","fivedasc_av_total",0.751,0.693,0.59,"","",""
"PLR","bsl","fivedasc_per_total",0.811,0.709,0.747,"","",""
"PLR","bsl","boundlessMean",0.367,0.307,0.333,"","",""
"PLR","bsl","anxiousEgoMean",0.678,0.81,0.747,"","",""
"PLR","bsl","visionaryMean",0.321,0.462,0.451,"","",""
"UPDRS_1","A7","age",0.918,0.913,0.889,"","",""
"UPDRS_1","A7","LED",0.036,0.394,0.389,"*","",""
"UPDRS_1","A7","severity",0.599,0.853,0.676,"","",""
"UPDRS_1","A7","fivedasc_util_total",0.408,0.372,0.329,"","",""
"UPDRS_1","A7","fivedasc_sprit_total",0.679,0.751,0.676,"","",""
"UPDRS_1","A7","fivedasc_bliss_total",0.502,0.348,0.21,"","",""
"UPDRS_1","A7","fivedasc_insight_total",0.346,0.493,0.403,"","",""
"UPDRS_1","A7","fivedasc_dis_total",0.837,0.983,0.889,"","",""
"UPDRS_1","A7","fivedasc_imp_total",0.213,0.677,0.676,"","",""
"UPDRS_1","A7","fivedasc_anx_total",0.676,0.835,0.889,"","",""
"UPDRS_1","A7","fivedasc_cimg_total",0.939,0.943,0.944,"","",""
"UPDRS_1","A7","fivedasc_eimg_total",0.334,0.215,0.163,"","",""
"UPDRS_1","A7","fivedasc_av_total",0.556,0.479,0.329,"","",""
"UPDRS_1","A7","fivedasc_per_total",0.604,0.605,0.577,"","",""
"UPDRS_1","A7","boundlessMean",0.469,0.522,0.403,"","",""
"UPDRS_1","A7","anxiousEgoMean",0.413,0.645,0.577,"","",""
"UPDRS_1","A7","visionaryMean",0.427,0.249,0.21,"","",""
"UPDRS_1","B30","age",0.871,0.271,0.292,"","",""
"UPDRS_1","B30","LED",0.518,0.486,0.52,"","",""
"UPDRS_1","B30","severity",0.52,0.707,0.726,"","",""
"UPDRS_1","B30","fivedasc_util_total",0.358,0.344,0.362,"","",""
"UPDRS_1","B30","fivedasc_sprit_total",0.219,0.292,0.292,"","",""
"UPDRS_1","B30","fivedasc_bliss_total",0.416,0.414,0.44,"","",""
"UPDRS_1","B30","fivedasc_insight_total",0.136,0.497,0.528,"","",""
"UPDRS_1","B30","fivedasc_dis_total",0.534,0.534,0.44,"","",""
"UPDRS_1","B30","fivedasc_imp_total",0.299,0.504,0.44,"","",""
"UPDRS_1","B30","fivedasc_anx_total",0.388,0.483,0.362,"","",""
"UPDRS_1","B30","fivedasc_cimg_total",0.138,0.144,0.122,"","",""
"UPDRS_1","B30","fivedasc_eimg_total",0.626,0.309,0.362,"","",""
"UPDRS_1","B30","fivedasc_av_total",0.871,0.497,0.44,"","",""
"UPDRS_1","B30","fivedasc_per_total",0.76,0.956,0.944,"","",""
"UPDRS_1","B30","boundlessMean",0.261,0.344,0.362,"","",""
"UPDRS_1","B30","anxiousEgoMean",0.197,0.356,0.44,"","",""
"UPDRS_1","B30","visionaryMean",0.609,0.572,0.528,"","",""
"UPDRS_1","B7","age",0.498,0.853,0.627,"","",""
"UPDRS_1","B7","LED",0.875,0.794,0.748,"","",""
"UPDRS_1","B7","severity",0.516,0.583,0.532,"","",""
"UPDRS_1","B7","fivedasc_util_total",0.755,0.948,0.945,"","",""
"UPDRS_1","B7","fivedasc_sprit_total",0.8,1,0.945,"","",""
"UPDRS_1","B7","fivedasc_bliss_total",0.667,0.957,0.945,"","",""
"UPDRS_1","B7","fivedasc_insight_total",0.585,0.913,0.945,"","",""
"UPDRS_1","B7","fivedasc_dis_total",0.515,0.373,0.297,"","",""
"UPDRS_1","B7","fivedasc_imp_total",0.378,0.466,0.366,"","",""
"UPDRS_1","B7","fivedasc_anx_total",0.69,0.702,0.728,"","",""
"UPDRS_1","B7","fivedasc_cimg_total",0.48,0.363,0.329,"","",""
"UPDRS_1","B7","fivedasc_eimg_total",0.727,0.501,0.445,"","",""
"UPDRS_1","B7","fivedasc_av_total",0.098,0.052,0.061,"","",""
"UPDRS_1","B7","fivedasc_per_total",0.968,0.965,0.728,"","",""
"UPDRS_1","B7","boundlessMean",0.895,0.922,0.835,"","",""
"UPDRS_1","B7","anxiousEgoMean",0.311,0.48,0.366,"","",""
"UPDRS_1","B7","visionaryMean",0.384,0.325,0.187,"","",""
"UPDRS_1","bsl","age",0.579,0.662,0.488,"","",""
"UPDRS_1","bsl","LED",0.925,0.948,1,"","",""
"UPDRS_1","bsl","severity",0.483,0.67,0.677,"","",""
"UPDRS_1","bsl","fivedasc_util_total",0.062,0.05,0.052,"","",""
"UPDRS_1","bsl","fivedasc_sprit_total",0.105,0.1,0.052,"","",""
"UPDRS_1","bsl","fivedasc_bliss_total",0.052,0.066,0.096,"","",""
"UPDRS_1","bsl","fivedasc_insight_total",0.072,0.166,0.212,"","",""
"UPDRS_1","bsl","fivedasc_dis_total",0.307,0.553,0.405,"","",""
"UPDRS_1","bsl","fivedasc_imp_total",0.597,0.292,0.267,"","",""
"UPDRS_1","bsl","fivedasc_anx_total",0.738,0.63,0.677,"","",""
"UPDRS_1","bsl","fivedasc_cimg_total",0.483,0.494,0.366,"","",""
"UPDRS_1","bsl","fivedasc_eimg_total",0.187,0.393,0.405,"","",""
"UPDRS_1","bsl","fivedasc_av_total",0.288,0.191,0.212,"","",""
"UPDRS_1","bsl","fivedasc_per_total",0.561,0.326,0.332,"","",""
"UPDRS_1","bsl","boundlessMean",0.063,0.079,0.071,"","",""
"UPDRS_1","bsl","anxiousEgoMean",0.717,0.752,0.677,"","",""
"UPDRS_1","bsl","visionaryMean",0.191,0.182,0.267,"","",""
"UPDRS_2","A7","age",0.6,0.232,0.369,"","",""
"UPDRS_2","A7","LED",0.155,0.043,0.055,"","*",""
"UPDRS_2","A7","severity",0.002,0.003,0.005,"**","**","**"
"UPDRS_2","A7","fivedasc_util_total",0.198,0.272,0.24,"","",""
"UPDRS_2","A7","fivedasc_sprit_total",0.229,0.304,0.24,"","",""
"UPDRS_2","A7","fivedasc_bliss_total",0.15,0.163,0.146,"","",""
"UPDRS_2","A7","fivedasc_insight_total",0.118,0.069,0.062,"","",""
"UPDRS_2","A7","fivedasc_dis_total",0.223,0.584,0.534,"","",""
"UPDRS_2","A7","fivedasc_imp_total",0.142,0.092,0.112,"","",""
"UPDRS_2","A7","fivedasc_anx_total",0.036,0.034,0.032,"*","*","*"
"UPDRS_2","A7","fivedasc_cimg_total",0.513,0.561,0.405,"","",""
"UPDRS_2","A7","fivedasc_eimg_total",0.366,0.304,0.299,"","",""
"UPDRS_2","A7","fivedasc_av_total",0.648,0.569,0.628,"","",""
"UPDRS_2","A7","fivedasc_per_total",0.407,0.196,0.189,"","",""
"UPDRS_2","A7","boundlessMean",0.159,0.242,0.189,"","",""
"UPDRS_2","A7","anxiousEgoMean",0.56,0.205,0.112,"","",""
"UPDRS_2","A7","visionaryMean",0.524,0.44,0.534,"","",""
"UPDRS_2","B30","age",0.926,0.983,1,"","",""
"UPDRS_2","B30","LED",0.454,0.3,0.287,"","",""
"UPDRS_2","B30","severity",0.015,0.035,0.027,"*","*","*"
"UPDRS_2","B30","fivedasc_util_total",0.035,0.045,0.054,"*","*",""
"UPDRS_2","B30","fivedasc_sprit_total",0.054,0.059,0.054,"","",""
"UPDRS_2","B30","fivedasc_bliss_total",0.029,0.019,0.027,"*","*","*"
"UPDRS_2","B30","fivedasc_insight_total",0.014,0.004,0.013,"*","**","*"
"UPDRS_2","B30","fivedasc_dis_total",0.193,0.346,0.491,"","",""
"UPDRS_2","B30","fivedasc_imp_total",0.197,0.084,0.098,"","",""
"UPDRS_2","B30","fivedasc_anx_total",0.031,0.019,0.019,"*","*","*"
"UPDRS_2","B30","fivedasc_cimg_total",0.903,0.875,0.836,"","",""
"UPDRS_2","B30","fivedasc_eimg_total",0.204,0.22,0.27,"","",""
"UPDRS_2","B30","fivedasc_av_total",0.236,0.185,0.27,"","",""
"UPDRS_2","B30","fivedasc_per_total",0.129,0.035,0.039,"","*","*"
"UPDRS_2","B30","boundlessMean",0.026,0.031,0.039,"*","*","*"
"UPDRS_2","B30","anxiousEgoMean",0.625,0.34,0.27,"","",""
"UPDRS_2","B30","visionaryMean",0.149,0.111,0.168,"","",""
"UPDRS_2","B7","age",0.928,0.974,0.945,"","",""
"UPDRS_2","B7","LED",0.555,0.539,0.523,"","",""
"UPDRS_2","B7","severity",0.049,0.017,0.023,"*","*","*"
"UPDRS_2","B7","fivedasc_util_total",0.045,0.05,0.062,"*","*",""
"UPDRS_2","B7","fivedasc_sprit_total",0.053,0.053,0.045,"","","*"
"UPDRS_2","B7","fivedasc_bliss_total",0.054,0.021,0.032,"","*","*"
"UPDRS_2","B7","fivedasc_insight_total",0.032,0.004,0.023,"*","**","*"
"UPDRS_2","B7","fivedasc_dis_total",0.069,0.257,0.369,"","",""
"UPDRS_2","B7","fivedasc_imp_total",0.149,0.294,0.24,"","",""
"UPDRS_2","B7","fivedasc_anx_total",0.024,0.081,0.062,"*","",""
"UPDRS_2","B7","fivedasc_cimg_total",0.621,0.883,0.89,"","",""
"UPDRS_2","B7","fivedasc_eimg_total",0.365,0.11,0.112,"","",""
"UPDRS_2","B7","fivedasc_av_total",0.292,0.16,0.24,"","",""
"UPDRS_2","B7","fivedasc_per_total",0.082,0.046,0.045,"","*","*"
"UPDRS_2","B7","boundlessMean",0.039,0.033,0.045,"*","*","*"
"UPDRS_2","B7","anxiousEgoMean",0.795,0.585,0.534,"","",""
"UPDRS_2","B7","visionaryMean",0.228,0.125,0.112,"","",""
"UPDRS_2","bsl","age",0.505,0.645,0.728,"","",""
"UPDRS_2","bsl","LED",0.252,0.06,0.108,"","",""
"UPDRS_2","bsl","severity",0.02,0.01,0.022,"*","**","*"
"UPDRS_2","bsl","fivedasc_util_total",0.133,0.177,0.187,"","",""
"UPDRS_2","bsl","fivedasc_sprit_total",0.186,0.203,0.187,"","",""
"UPDRS_2","bsl","fivedasc_bliss_total",0.113,0.099,0.11,"","",""
"UPDRS_2","bsl","fivedasc_insight_total",0.05,0.042,0.044,"","*","*"
"UPDRS_2","bsl","fivedasc_dis_total",0.281,0.473,0.532,"","",""
"UPDRS_2","bsl","fivedasc_imp_total",0.112,0.203,0.297,"","",""
"UPDRS_2","bsl","fivedasc_anx_total",0.037,0.067,0.061,"*","",""
"UPDRS_2","bsl","fivedasc_cimg_total",0.533,0.831,0.676,"","",""
"UPDRS_2","bsl","fivedasc_eimg_total",0.403,0.386,0.532,"","",""
"UPDRS_2","bsl","fivedasc_av_total",0.729,0.575,0.728,"","",""
"UPDRS_2","bsl","fivedasc_per_total",0.283,0.173,0.144,"","",""
"UPDRS_2","bsl","boundlessMean",0.104,0.147,0.144,"","",""
"UPDRS_2","bsl","anxiousEgoMean",0.475,0.361,0.297,"","",""
"UPDRS_2","bsl","visionaryMean",0.506,0.392,0.445,"","",""
"UPDRS_3","A7","age",0.137,0.052,0.063,"","",""
"UPDRS_3","A7","LED",0.338,0.387,0.458,"","",""
"UPDRS_3","A7","severity",0,0,0,"***","***","***"
"UPDRS_3","A7","fivedasc_util_total",0.538,0.457,0.311,"","",""
"UPDRS_3","A7","fivedasc_sprit_total",0.452,0.379,0.311,"","",""
"UPDRS_3","A7","fivedasc_bliss_total",0.336,0.227,0.197,"","",""
"UPDRS_3","A7","fivedasc_insight_total",0.407,0.161,0.086,"","",""
"UPDRS_3","A7","fivedasc_dis_total",0.683,0.991,0.841,"","",""
"UPDRS_3","A7","fivedasc_imp_total",0.576,0.499,0.545,"","",""
"UPDRS_3","A7","fivedasc_anx_total",0.187,0.193,0.311,"","",""
"UPDRS_3","A7","fivedasc_cimg_total",0.728,0.601,0.63,"","",""
"UPDRS_3","A7","fivedasc_eimg_total",0.83,0.573,0.638,"","",""
"UPDRS_3","A7","fivedasc_av_total",0.802,0.904,1,"","",""
"UPDRS_3","A7","fivedasc_per_total",0.957,0.354,0.153,"","",""
"UPDRS_3","A7","boundlessMean",0.416,0.379,0.25,"","",""
"UPDRS_3","A7","anxiousEgoMean",0.6,0.391,0.381,"","",""
"UPDRS_3","A7","visionaryMean",0.907,0.939,1,"","",""
"UPDRS_3","B30","age",0.103,0.046,0.114,"","*",""
"UPDRS_3","B30","LED",0.35,0.387,0.458,"","",""
"UPDRS_3","B30","severity",0,0,0,"***","***","***"
"UPDRS_3","B30","fivedasc_util_total",0.554,0.594,0.45,"","",""
"UPDRS_3","B30","fivedasc_sprit_total",0.411,0.403,0.303,"","",""
"UPDRS_3","B30","fivedasc_bliss_total",0.338,0.33,0.303,"","",""
"UPDRS_3","B30","fivedasc_insight_total",0.432,0.221,0.149,"","",""
"UPDRS_3","B30","fivedasc_dis_total",0.457,0.762,0.45,"","",""
"UPDRS_3","B30","fivedasc_imp_total",0.581,0.737,0.731,"","",""
"UPDRS_3","B30","fivedasc_anx_total",0.253,0.353,0.45,"","",""
"UPDRS_3","B30","fivedasc_cimg_total",0.62,0.593,0.582,"","",""
"UPDRS_3","B30","fivedasc_eimg_total",0.8,0.837,0.837,"","",""
"UPDRS_3","B30","fivedasc_av_total",0.549,0.712,0.63,"","",""
"UPDRS_3","B30","fivedasc_per_total",0.947,0.409,0.243,"","",""
"UPDRS_3","B30","boundlessMean",0.415,0.477,0.372,"","",""
"UPDRS_3","B30","anxiousEgoMean",0.836,0.64,0.536,"","",""
"UPDRS_3","B30","visionaryMean",0.676,0.594,0.536,"","",""
"UPDRS_3","B7","age",0.05,0.024,0.063,"","*",""
"UPDRS_3","B7","LED",0.358,0.473,0.523,"","",""
"UPDRS_3","B7","severity",0,0,0,"***","***","***"
"UPDRS_3","B7","fivedasc_util_total",0.788,0.656,0.536,"","",""
"UPDRS_3","B7","fivedasc_sprit_total",0.663,0.477,0.372,"","",""
"UPDRS_3","B7","fivedasc_bliss_total",0.524,0.372,0.372,"","",""
"UPDRS_3","B7","fivedasc_insight_total",0.598,0.24,0.192,"","",""
"UPDRS_3","B7","fivedasc_dis_total",0.727,0.854,0.63,"","",""
"UPDRS_3","B7","fivedasc_imp_total",0.509,0.594,0.45,"","",""
"UPDRS_3","B7","fivedasc_anx_total",0.194,0.275,0.243,"","",""
"UPDRS_3","B7","fivedasc_cimg_total",0.363,0.371,0.408,"","",""
"UPDRS_3","B7","fivedasc_eimg_total",0.95,0.787,0.731,"","",""
"UPDRS_3","B7","fivedasc_av_total",0.511,0.64,0.63,"","",""
"UPDRS_3","B7","fivedasc_per_total",0.949,0.436,0.303,"","",""
"UPDRS_3","B7","boundlessMean",0.629,0.549,0.45,"","",""
"UPDRS_3","B7","anxiousEgoMean",0.551,0.498,0.303,"","",""
"UPDRS_3","B7","visionaryMean",0.605,0.571,0.63,"","",""
"UPDRS_3","bsl","age",0.252,0.104,0.25,"","",""
"UPDRS_3","bsl","LED",0.159,0.181,0.168,"","",""
"UPDRS_3","bsl","severity",0,0,0,"***","***","***"
"UPDRS_3","bsl","fivedasc_util_total",0.667,0.573,0.545,"","",""
"UPDRS_3","bsl","fivedasc_sprit_total",0.614,0.417,0.381,"","",""
"UPDRS_3","bsl","fivedasc_bliss_total",0.439,0.331,0.381,"","",""
"UPDRS_3","bsl","fivedasc_insight_total",0.395,0.169,0.197,"","",""
"UPDRS_3","bsl","fivedasc_dis_total",0.487,0.528,0.381,"","",""
"UPDRS_3","bsl","fivedasc_imp_total",0.725,0.817,0.638,"","",""
"UPDRS_3","bsl","fivedasc_anx_total",0.192,0.354,0.381,"","",""
"UPDRS_3","bsl","fivedasc_cimg_total",0.633,0.549,0.536,"","",""
"UPDRS_3","bsl","fivedasc_eimg_total",0.842,0.635,0.737,"","",""
"UPDRS_3","bsl","fivedasc_av_total",0.606,0.683,0.737,"","",""
"UPDRS_3","bsl","fivedasc_per_total",0.805,0.342,0.311,"","",""
"UPDRS_3","bsl","boundlessMean",0.512,0.471,0.459,"","",""
"UPDRS_3","bsl","anxiousEgoMean",0.815,0.716,0.638,"","",""
"UPDRS_3","bsl","visionaryMean",0.888,0.733,0.737,"","",""
"UPDRS_4","A7","age",0.636,0.286,0.315,"","",""
"UPDRS_4","A7","LED",0.498,0.557,0.522,"","",""
"UPDRS_4","A7","severity",0.737,1,0.927,"","",""
"UPDRS_4","A7","fivedasc_util_total",0.184,0.15,0.12,"","",""
"UPDRS_4","A7","fivedasc_sprit_total",0.194,0.137,0.12,"","",""
"UPDRS_4","A7","fivedasc_bliss_total",0.264,0.385,0.315,"","",""
"UPDRS_4","A7","fivedasc_insight_total",0.221,0.361,0.315,"","",""
"UPDRS_4","A7","fivedasc_dis_total",0.085,0.104,0.082,"","",""
"UPDRS_4","A7","fivedasc_imp_total",0.654,0.669,0.648,"","",""
"UPDRS_4","A7","fivedasc_anx_total",0.533,0.528,0.522,"","",""
"UPDRS_4","A7","fivedasc_cimg_total",0.215,0.278,0.234,"","",""
"UPDRS_4","A7","fivedasc_eimg_total",0.941,0.463,0.411,"","",""
"UPDRS_4","A7","fivedasc_av_total",0.644,0.679,0.648,"","",""
"UPDRS_4","A7","fivedasc_per_total",0.352,0.165,0.17,"","",""
"UPDRS_4","A7","boundlessMean",0.204,0.208,0.17,"","",""
"UPDRS_4","A7","anxiousEgoMean",0.483,0.419,0.411,"","",""
"UPDRS_4","A7","visionaryMean",0.884,0.831,0.784,"","",""
"UPDRS_4","B30","age",0.736,0.309,0.363,"","",""
"UPDRS_4","B30","LED",0.367,0.481,0.446,"","",""
"UPDRS_4","B30","severity",0.785,0.977,0.856,"","",""
"UPDRS_4","B30","fivedasc_util_total",0.21,0.161,0.145,"","",""
"UPDRS_4","B30","fivedasc_sprit_total",0.22,0.152,0.145,"","",""
"UPDRS_4","B30","fivedasc_bliss_total",0.303,0.403,0.363,"","",""
"UPDRS_4","B30","fivedasc_insight_total",0.247,0.403,0.363,"","",""
"UPDRS_4","B30","fivedasc_dis_total",0.104,0.117,0.101,"","",""
"UPDRS_4","B30","fivedasc_imp_total",0.823,0.755,0.716,"","",""
"UPDRS_4","B30","fivedasc_anx_total",0.633,0.588,0.585,"","",""
"UPDRS_4","B30","fivedasc_cimg_total",0.207,0.266,0.202,"","",""
"UPDRS_4","B30","fivedasc_eimg_total",0.849,0.42,0.363,"","",""
"UPDRS_4","B30","fivedasc_av_total",0.766,0.755,0.716,"","",""
"UPDRS_4","B30","fivedasc_per_total",0.438,0.193,0.202,"","",""
"UPDRS_4","B30","boundlessMean",0.233,0.228,0.202,"","",""
"UPDRS_4","B30","anxiousEgoMean",0.422,0.386,0.363,"","",""
"UPDRS_4","B30","visionaryMean",0.988,0.91,0.856,"","",""
"UPDRS_4","B7","age",0.819,0.547,0.559,"","",""
"UPDRS_4","B7","LED",0.674,0.962,0.905,"","",""
"UPDRS_4","B7","severity",0.382,0.47,0.453,"","",""
"UPDRS_4","B7","fivedasc_util_total",0.388,0.413,0.359,"","",""
"UPDRS_4","B7","fivedasc_sprit_total",0.413,0.383,0.359,"","",""
"UPDRS_4","B7","fivedasc_bliss_total",0.466,0.639,0.559,"","",""
"UPDRS_4","B7","fivedasc_insight_total",0.216,0.413,0.359,"","",""
"UPDRS_4","B7","fivedasc_dis_total",0.148,0.199,0.156,"","",""
"UPDRS_4","B7","fivedasc_imp_total",0.866,0.928,0.934,"","",""
